,Unnamed: 0,language,infinitive,subject,answer,pt_mood,pt_tense,es_mood,es_tense,en_mood,en_tense
1700,1700,english,to go down,she,will have been going down,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1701,1701,english,to go down,we,have been going down,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1702,1702,english,to go down,we,had been going down,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1703,1703,english,to go down,we,will have been going down,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1704,1704,english,to go down,you,have been going down,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1705,1705,english,to go down,you,had been going down,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1706,1706,english,to go down,you,will have been going down,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1707,1707,english,to go down,they,have been going down,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1708,1708,english,to go down,they,had been going down,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1709,1709,english,to go down,they,will have been going down,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1710,1710,english,to drink,I,drink,indicativo,presente,indicativo,presente,indicative,present
1711,1711,english,to drink,I,drank,indicativo,passado,indicativo,pasado,indicative,past
1712,1712,english,to drink,I,will drink,indicativo,futuro,indicativo,futuro,indicative,future
1713,1713,english,to drink,you,drink,indicativo,presente,indicativo,presente,indicative,present
1714,1714,english,to drink,you,drank,indicativo,passado,indicativo,pasado,indicative,past
1715,1715,english,to drink,you,will drink,indicativo,futuro,indicativo,futuro,indicative,future
1716,1716,english,to drink,he,drinks,indicativo,presente,indicativo,presente,indicative,present
1717,1717,english,to drink,she,drinks,indicativo,presente,indicativo,presente,indicative,present
1718,1718,english,to drink,he,drank,indicativo,passado,indicativo,pasado,indicative,past
1719,1719,english,to drink,she,drank,indicativo,passado,indicativo,pasado,indicative,past
1720,1720,english,to drink,he,will drink,indicativo,futuro,indicativo,futuro,indicative,future
1721,1721,english,to drink,she,will drink,indicativo,futuro,indicativo,futuro,indicative,future
1722,1722,english,to drink,we,drink,indicativo,presente,indicativo,presente,indicative,present
1723,1723,english,to drink,we,drank,indicativo,passado,indicativo,pasado,indicative,past
1724,1724,english,to drink,we,will drink,indicativo,futuro,indicativo,futuro,indicative,future
1725,1725,english,to drink,you,drink,indicativo,presente,indicativo,presente,indicative,present
1726,1726,english,to drink,you,drank,indicativo,passado,indicativo,pasado,indicative,past
1727,1727,english,to drink,you,will drink,indicativo,futuro,indicativo,futuro,indicative,future
1728,1728,english,to drink,they,drink,indicativo,presente,indicativo,presente,indicative,present
1729,1729,english,to drink,they,drank,indicativo,passado,indicativo,pasado,indicative,past
1730,1730,english,to drink,they,will drink,indicativo,futuro,indicativo,futuro,indicative,future
1731,1731,english,to drink,I,have drunk,perfeito,presente,perfecto,presente,perfect,present
1732,1732,english,to drink,I,had drunk,perfeito,passado,perfecto,pasado,perfect,past
1733,1733,english,to drink,I,will have drunk,perfeito,futuro,perfecto,futuro,perfect,future
1734,1734,english,to drink,you,have drunk,perfeito,presente,perfecto,presente,perfect,present
1735,1735,english,to drink,you,had drunk,perfeito,passado,perfecto,pasado,perfect,past
1736,1736,english,to drink,you,will have drunk,perfeito,futuro,perfecto,futuro,perfect,future
1737,1737,english,to drink,he,has drunk,perfeito,presente,perfecto,presente,perfect,present
1738,1738,english,to drink,she,has drunk,perfeito,presente,perfecto,presente,perfect,present
1739,1739,english,to drink,he,had drunk,perfeito,passado,perfecto,pasado,perfect,past
1740,1740,english,to drink,she,had drunk,perfeito,passado,perfecto,pasado,perfect,past
1741,1741,english,to drink,he,will have drunk,perfeito,futuro,perfecto,futuro,perfect,future
1742,1742,english,to drink,she,will have drunk,perfeito,futuro,perfecto,futuro,perfect,future
1743,1743,english,to drink,we,have drunk,perfeito,presente,perfecto,presente,perfect,present
1744,1744,english,to drink,we,had drunk,perfeito,passado,perfecto,pasado,perfect,past
1745,1745,english,to drink,we,will have drunk,perfeito,futuro,perfecto,futuro,perfect,future
1746,1746,english,to drink,you,have drunk,perfeito,presente,perfecto,presente,perfect,present
1747,1747,english,to drink,you,had drunk,perfeito,passado,perfecto,pasado,perfect,past
1748,1748,english,to drink,you,will have drunk,perfeito,futuro,perfecto,futuro,perfect,future
1749,1749,english,to drink,they,have drunk,perfeito,presente,perfecto,presente,perfect,present
1750,1750,english,to drink,they,had drunk,perfeito,passado,perfecto,pasado,perfect,past
1751,1751,english,to drink,they,will have drunk,perfeito,futuro,perfecto,futuro,perfect,future
1752,1752,english,to drink,you,drink,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1753,1753,english,to drink,you,don't drink,imperativo,negativo,imperativo,negativo,imperative,negative
1754,1754,english,to drink,we,let's drink,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1755,1755,english,to drink,we,let's not drink,imperativo,negativo,imperativo,negativo,imperative,negative
1756,1756,english,to drink,you,drink,imperativo,afirmativo,imperativo,afirmativo,imperative,affirmative
1757,1757,english,to drink,you,don't drink,imperativo,negativo,imperativo,negativo,imperative,negative
1758,1758,english,to drink,I,am drinking,contínuo,presente,continuo,presente,continuous,present
1759,1759,english,to drink,I,was drinking,contínuo,passado,continuo,pasado,continuous,past
1760,1760,english,to drink,I,will be drinking,contínuo,futuro,continuo,futuro,continuous,future
1761,1761,english,to drink,you,are drinking,contínuo,presente,continuo,presente,continuous,present
1762,1762,english,to drink,you,were drinking,contínuo,passado,continuo,pasado,continuous,past
1763,1763,english,to drink,you,will be drinking,contínuo,futuro,continuo,futuro,continuous,future
1764,1764,english,to drink,he,is drinking,contínuo,presente,continuo,presente,continuous,present
1765,1765,english,to drink,she,is drinking,contínuo,presente,continuo,presente,continuous,present
1766,1766,english,to drink,he,was drinking,contínuo,passado,continuo,pasado,continuous,past
1767,1767,english,to drink,she,was drinking,contínuo,passado,continuo,pasado,continuous,past
1768,1768,english,to drink,he,will be drinking,contínuo,futuro,continuo,futuro,continuous,future
1769,1769,english,to drink,she,will be drinking,contínuo,futuro,continuo,futuro,continuous,future
1770,1770,english,to drink,we,are drinking,contínuo,presente,continuo,presente,continuous,present
1771,1771,english,to drink,we,were drinking,contínuo,passado,continuo,pasado,continuous,past
1772,1772,english,to drink,we,will be drinking,contínuo,futuro,continuo,futuro,continuous,future
1773,1773,english,to drink,you,are drinking,contínuo,presente,continuo,presente,continuous,present
1774,1774,english,to drink,you,were drinking,contínuo,passado,continuo,pasado,continuous,past
1775,1775,english,to drink,you,will be drinking,contínuo,futuro,continuo,futuro,continuous,future
1776,1776,english,to drink,they,are drinking,contínuo,presente,continuo,presente,continuous,present
1777,1777,english,to drink,they,were drinking,contínuo,passado,continuo,pasado,continuous,past
1778,1778,english,to drink,they,will be drinking,contínuo,futuro,continuo,futuro,continuous,future
1779,1779,english,to drink,I,have been drinking,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1780,1780,english,to drink,I,had been drinking,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1781,1781,english,to drink,I,will have been drinking,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1782,1782,english,to drink,you,have been drinking,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1783,1783,english,to drink,you,had been drinking,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1784,1784,english,to drink,you,will have been drinking,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1785,1785,english,to drink,he,has been drinking,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1786,1786,english,to drink,she,has been drinking,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1787,1787,english,to drink,he,had been drinking,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1788,1788,english,to drink,she,had been drinking,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1789,1789,english,to drink,he,will have been drinking,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1790,1790,english,to drink,she,will have been drinking,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1791,1791,english,to drink,we,have been drinking,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1792,1792,english,to drink,we,had been drinking,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1793,1793,english,to drink,we,will have been drinking,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1794,1794,english,to drink,you,have been drinking,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1795,1795,english,to drink,you,had been drinking,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1796,1796,english,to drink,you,will have been drinking,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1797,1797,english,to drink,they,have been drinking,perfeito contínuo,presente,perfecto continuo,presente,perfect continuous,present
1798,1798,english,to drink,they,had been drinking,perfeito contínuo,passado,perfecto continuo,pasado,perfect continuous,past
1799,1799,english,to drink,they,will have been drinking,perfeito contínuo,futuro,perfecto continuo,futuro,perfect continuous,future
1800,1800,english,to look for,I,look for,indicativo,presente,indicativo,presente,indicative,present
1801,1801,english,to look for,I,looked for,indicativo,passado,indicativo,pasado,indicative,past
1802,1802,english,to look for,I,will look for,indicativo,futuro,indicativo,futuro,indicative,future
1803,1803,english,to look for,you,look for,indicativo,presente,indicativo,presente,indicative,present
1804,1804,english,to look for,you,looked for,indicativo,passado,indicativo,pasado,indicative,past
1805,1805,english,to look for,you,will look for,indicativo,futuro,indicativo,futuro,indicative,future
1806,1806,english,to look for,he,looks for,indicativo,presente,indicativo,presente,indicative,present
1807,1807,english,to look for,she,looks for,indicativo,presente,indicativo,presente,indicative,present
1808,1808,english,to look for,he,looked for,indicativo,passado,indicativo,pasado,indicative,past
1809,1809,english,to look for,she,looked for,indicativo,passado,indicativo,pasado,indicative,past
1810,1810,english,to look for,he,will look for,indicativo,futuro,indicativo,futuro,indicative,future
1811,1811,english,to look for,she,will look for,indicativo,futuro,indicativo,futuro,indicative,future
1812,1812,english,to look for,we,look for,indicativo,presente,indicativo,presente,indicative,present
